"Year","REGION..Region","AGE..Age","SEX..Sex","Total"
2019,"New South Wales","85 and over","Male",264096
2019,"New South Wales","A75: 75-79","Female",500546
2019,"New South Wales","A75: 75-79","Male",460881
2019,"Northern Territory","0-4","Female",34957
2019,"Northern Territory","0-4","Male",37527
2019,"Northern Territory","10-14","Female",32620
2019,"Northern Territory","10-14","Male",34386
2019,"Northern Territory","15-19","Female",28732
2019,"Northern Territory","15-19","Male",31789
2019,"Northern Territory","20-24","Female",33102
2019,"Northern Territory","20-24","Male",37078
2019,"Northern Territory","25-29","Female",46646
2019,"Northern Territory","25-29","Male",45801
2019,"Northern Territory","30-34","Female",47377
2019,"Northern Territory","30-34","Male",46724
2019,"Northern Territory","35-39","Female",40371
2019,"Northern Territory","35-39","Male",41030
2019,"Northern Territory","40-44","Female",33692
2019,"Northern Territory","40-44","Male",34475
2019,"Northern Territory","45-49","Female",32731
2019,"Northern Territory","45-49","Male",34559
2019,"Northern Territory","5-9","Female",35332
2019,"Northern Territory","5-9","Male",37256
2019,"Northern Territory","50-54","Female",29941
2019,"Northern Territory","50-54","Male",30944
2019,"Northern Territory","55-59","Female",27120
2019,"Northern Territory","55-59","Male",28594
2019,"Northern Territory","60-64","Female",21696
2019,"Northern Territory","60-64","Male",22950
2019,"Northern Territory","65-69","Female",15696
2019,"Northern Territory","65-69","Male",17390
2019,"Northern Territory","70-74","Female",10035
2019,"Northern Territory","70-74","Male",11833
2019,"Northern Territory","80-84","Female",3122
2019,"Northern Territory","80-84","Male",2956
2019,"Northern Territory","85 and over","Female",2508
2019,"Northern Territory","85 and over","Male",1856
2019,"Northern Territory","A75: 75-79","Female",5944
2019,"Northern Territory","A75: 75-79","Male",6695
2019,"Queensland","0-4","Female",605225
2019,"Queensland","0-4","Male",640938
2019,"Queensland","10-14","Female",653829
2019,"Queensland","10-14","Male",698093
2019,"Queensland","15-19","Female",613814
2019,"Queensland","15-19","Male",645647
2019,"Queensland","20-24","Female",679162
2019,"Queensland","20-24","Male",691986
2019,"Queensland","25-29","Female",731492
2019,"Queensland","25-29","Male",724164
2019,"Queensland","30-34","Female",723677
2019,"Queensland","30-34","Male",699319
2019,"Queensland","35-39","Female",706426
2019,"Queensland","35-39","Male",680955
2019,"Queensland","40-44","Female",659630
2019,"Queensland","40-44","Male",631060
2019,"Queensland","45-49","Female",708233
2019,"Queensland","45-49","Male",685168
2019,"Queensland","5-9","Female",658425
2019,"Queensland","5-9","Male",692863
2019,"Queensland","50-54","Female",643879
2019,"Queensland","50-54","Male",619652
2019,"Queensland","55-59","Female",647142
2019,"Queensland","55-59","Male",619400
2019,"Queensland","60-64","Female",576766
2019,"Queensland","60-64","Male",548658
2019,"Queensland","65-69","Female",513444
2019,"Queensland","65-69","Male",492432
2019,"Queensland","70-74","Female",443162
2019,"Queensland","70-74","Male",433419
2019,"Queensland","80-84","Female",205085
2019,"Queensland","80-84","Male",176280
2019,"Queensland","85 and over","Female",222158
2019,"Queensland","85 and over","Male",139098
2019,"Queensland","A75: 75-79","Female",302082
2019,"Queensland","A75: 75-79","Male",286671
2019,"South Australia","0-4","Female",193457
2019,"South Australia","0-4","Male",203834
2019,"South Australia","10-14","Female",204510
2019,"South Australia","10-14","Male",213491
2019,"South Australia","15-19","Female",199651
2019,"South Australia","15-19","Male",210820
2019,"South Australia","20-24","Female",225490
2019,"South Australia","20-24","Male",240862
2019,"South Australia","25-29","Female",235863
2019,"South Australia","25-29","Male",239462
2019,"South Australia","30-34","Female",240448
2019,"South Australia","30-34","Male",237332
2019,"South Australia","35-39","Female",232089
2019,"South Australia","35-39","Male",228114
2019,"South Australia","40-44","Female",211700
2019,"South Australia","40-44","Male",209645
2019,"South Australia","45-49","Female",231436
2019,"South Australia","45-49","Male",227858
2019,"South Australia","5-9","Female",206242
2019,"South Australia","5-9","Male",218163
2019,"South Australia","50-54","Female",227119
2019,"South Australia","50-54","Male",221908
2019,"South Australia","55-59","Female",236551
2019,"South Australia","55-59","Male",227950
2019,"South Australia","60-64","Female",222368
2019,"South Australia","60-64","Male",208813
2019,"South Australia","65-69","Female",203983
2019,"South Australia","65-69","Male",188879
2019,"South Australia","70-74","Female",179985
2019,"South Australia","70-74","Male",166585
2019,"South Australia","80-84","Female",93295
2019,"South Australia","80-84","Male",75446
2019,"South Australia","85 and over","Female",112517
2019,"South Australia","85 and over","Male",69105
2019,"South Australia","A75: 75-79","Female",126448
2019,"South Australia","A75: 75-79","Male",111799
2019,"Tasmania","0-4","Female",57327
2019,"Tasmania","0-4","Male",61193
2019,"Tasmania","10-14","Female",64554
2019,"Tasmania","10-14","Male",69157
2019,"Tasmania","15-19","Female",59824
2019,"Tasmania","15-19","Male",64055
2019,"Tasmania","20-24","Female",64411
2019,"Tasmania","20-24","Male",68728
2019,"Tasmania","25-29","Female",73133
2019,"Tasmania","25-29","Male",74133
2019,"Tasmania","30-34","Female",70743
2019,"Tasmania","30-34","Male",69797
2019,"Tasmania","35-39","Female",66572
2019,"Tasmania","35-39","Male",63658
2019,"Tasmania","40-44","Female",62859
2019,"Tasmania","40-44","Male",60139
2019,"Tasmania","45-49","Female",72074
2019,"Tasmania","45-49","Male",68460
2019,"Tasmania","5-9","Female",62772
2019,"Tasmania","5-9","Male",66617
2019,"Tasmania","50-54","Female",71435
2019,"Tasmania","50-54","Male",67277
2019,"Tasmania","55-59","Female",79405
2019,"Tasmania","55-59","Male",75660
2019,"Tasmania","60-64","Female",75303
2019,"Tasmania","60-64","Male",72569
2019,"Tasmania","65-69","Female",69370
2019,"Tasmania","65-69","Male",66436
2019,"Tasmania","70-74","Female",59924
2019,"Tasmania","70-74","Male",57778
2019,"Tasmania","80-84","Female",28533
2019,"Tasmania","80-84","Male",24145
2019,"Tasmania","85 and over","Female",30240
2019,"Tasmania","85 and over","Male",18925
2019,"Tasmania","A75: 75-79","Female",40917
2019,"Tasmania","A75: 75-79","Male",38808
2019,"Victoria","0-4","Female",779720
2019,"Victoria","0-4","Male",823506
2019,"Victoria","10-14","Female",751242
2019,"Victoria","10-14","Male",795546
2019,"Victoria","15-19","Female",737043
2019,"Victoria","15-19","Male",778667
2019,"Victoria","20-24","Female",913152
2019,"Victoria","20-24","Male",981274
2019,"Victoria","25-29","Female",1033469
2019,"Victoria","25-29","Male",1049600
2019,"Victoria","30-34","Female",1042143
2019,"Victoria","30-34","Male",1019049
2019,"Victoria","35-39","Female",960101
2019,"Victoria","35-39","Male",948582
2019,"Victoria","40-44","Female",840452
2019,"Victoria","40-44","Male",827328
2019,"Victoria","45-49","Female",879454
2019,"Victoria","45-49","Male",840296
2019,"Victoria","5-9","Female",793936
2019,"Victoria","5-9","Male",837802
2019,"Victoria","50-54","Female",805984
2019,"Victoria","50-54","Male",770039
2019,"Victoria","55-59","Female",792105
2019,"Victoria","55-59","Male",752764
2019,"Victoria","60-64","Female",720646
2019,"Victoria","60-64","Male",673436
2019,"Victoria","65-69","Female",635053
2019,"Victoria","65-69","Male",584500
2019,"Victoria","70-74","Female",545161
2019,"Victoria","70-74","Male",506859
2019,"Victoria","80-84","Female",288327
2019,"Victoria","80-84","Male",234496
2019,"Victoria","85 and over","Female",332178
2019,"Victoria","85 and over","Male",206102
2019,"Victoria","A75: 75-79","Female",386289
2019,"Victoria","A75: 75-79","Male",347668
2019,"Western Australia","0-4","Female",335181
2019,"Western Australia","0-4","Male",357481
2019,"Western Australia","10-14","Female",330545
2019,"Western Australia","10-14","Male",349842
2019,"Western Australia","15-19","Female",302742
2019,"Western Australia","15-19","Male",320600
2019,"Western Australia","20-24","Female",329132
2019,"Western Australia","20-24","Male",350196
2019,"Western Australia","25-29","Female",378210
2019,"Western Australia","25-29","Male",380112
2019,"Western Australia","30-34","Female",413537
2019,"Western Australia","30-34","Male",412381
2019,"Western Australia","35-39","Female",391806
2019,"Western Australia","35-39","Male",396449
2019,"Western Australia","40-44","Female",348139
2019,"Western Australia","40-44","Male",350347
2019,"Western Australia","45-49","Female",360994
2019,"Western Australia","45-49","Male",366209
2019,"Western Australia","5-9","Female",343568
2019,"Western Australia","5-9","Male",360804
2019,"Western Australia","50-54","Female",336348
2019,"Western Australia","50-54","Male",337780
2019,"Western Australia","55-59","Female",329388
2019,"Western Australia","55-59","Male",325863
2019,"Western Australia","60-64","Female",296269
2019,"Western Australia","60-64","Male",284556
2019,"Western Australia","65-69","Female",256939
2019,"Western Australia","65-69","Male",245054
2019,"Western Australia","70-74","Female",211699
2019,"Western Australia","70-74","Male",206833
2019,"Western Australia","80-84","Female",106147
2019,"Western Australia","80-84","Male",88418
2019,"Western Australia","85 and over","Female",114286
2019,"Western Australia","85 and over","Male",71161
2019,"Western Australia","A75: 75-79","Female",146499
2019,"Western Australia","A75: 75-79","Male",136796
2020,"Australian Capital Territory","0-4","Female",53861
2020,"Australian Capital Territory","0-4","Male",56688
2020,"Australian Capital Territory","10-14","Female",51307
2020,"Australian Capital Territory","10-14","Male",54633
2020,"Australian Capital Territory","15-19","Female",50078
2020,"Australian Capital Territory","15-19","Male",52179
2020,"Australian Capital Territory","20-24","Female",68815
2020,"Australian Capital Territory","20-24","Male",69324
2020,"Australian Capital Territory","25-29","Female",77166
2020,"Australian Capital Territory","25-29","Male",76859
2020,"Australian Capital Territory","30-34","Female",76845
2020,"Australian Capital Territory","30-34","Male",75215
2020,"Australian Capital Territory","35-39","Female",73954
2020,"Australian Capital Territory","35-39","Male",72401
2020,"Australian Capital Territory","40-44","Female",61513
2020,"Australian Capital Territory","40-44","Male",60896
2020,"Australian Capital Territory","45-49","Female",59042
2020,"Australian Capital Territory","45-49","Male",58179
2020,"Australian Capital Territory","5-9","Female",56606
2020,"Australian Capital Territory","5-9","Male",59678
2020,"Australian Capital Territory","50-54","Female",52184
2020,"Australian Capital Territory","50-54","Male",50734
2020,"Australian Capital Territory","55-59","Female",49052
2020,"Australian Capital Territory","55-59","Male",46347
2020,"Australian Capital Territory","60-64","Female",44013
2020,"Australian Capital Territory","60-64","Male",39372
2020,"Australian Capital Territory","65-69","Female",38470
2020,"Australian Capital Territory","65-69","Male",33463
2020,"Australian Capital Territory","70-74","Female",34325
2020,"Australian Capital Territory","70-74","Male",30610
2020,"Australian Capital Territory","80-84","Female",15742
2020,"Australian Capital Territory","80-84","Male",12452
2020,"Australian Capital Territory","85 and over","Female",16228
2020,"Australian Capital Territory","85 and over","Male",10634
2020,"Australian Capital Territory","A75: 75-79","Female",22968
2020,"Australian Capital Territory","A75: 75-79","Male",19504
2020,"New South Wales","0-4","Female",939700
2020,"New South Wales","0-4","Male",997046
2020,"New South Wales","10-14","Female",975197
2020,"New South Wales","10-14","Male",1033120
2020,"New South Wales","15-19","Female",897510
2020,"New South Wales","15-19","Male",964460
2020,"New South Wales","20-24","Female",1023344
2020,"New South Wales","20-24","Male",1094804
2020,"New South Wales","25-29","Female",1170124
2020,"New South Wales","25-29","Male",1188061
2020,"New South Wales","30-34","Female",1206632
2020,"New South Wales","30-34","Male",1193681
2020,"New South Wales","35-39","Female",1162138
2020,"New South Wales","35-39","Male",1158140
2020,"New South Wales","40-44","Female",1033505
2020,"New South Wales","40-44","Male",1015219
2020,"New South Wales","45-49","Female",1061668
2020,"New South Wales","45-49","Male",1040701
2020,"New South Wales","5-9","Female",985945
2020,"New South Wales","5-9","Male",1046994
2020,"New South Wales","50-54","Female",988423
2020,"New South Wales","50-54","Male",956381
2020,"New South Wales","55-59","Female",1009672
2020,"New South Wales","55-59","Male",974907
2020,"New South Wales","60-64","Female",950055
2020,"New South Wales","60-64","Male",893981
2020,"New South Wales","65-69","Female",834971
2020,"New South Wales","65-69","Male",780992
2020,"New South Wales","70-74","Female",731317
2020,"New South Wales","70-74","Male",696582
2020,"New South Wales","80-84","Female",380797
2020,"New South Wales","80-84","Male",318174
2020,"New South Wales","85 and over","Female",431999
2020,"New South Wales","85 and over","Male",272233
2020,"New South Wales","A75: 75-79","Female",523618
2020,"New South Wales","A75: 75-79","Male",483725
2020,"Northern Territory","0-4","Female",34202
2020,"Northern Territory","0-4","Male",36864
2020,"Northern Territory","10-14","Female",32959
2020,"Northern Territory","10-14","Male",35114
2020,"Northern Territory","15-19","Female",29251
2020,"Northern Territory","15-19","Male",31794
2020,"Northern Territory","20-24","Female",32666
2020,"Northern Territory","20-24","Male",36502
2020,"Northern Territory","25-29","Female",46271
2020,"Northern Territory","25-29","Male",45080
2020,"Northern Territory","30-34","Female",47369
2020,"Northern Territory","30-34","Male",46723
2020,"Northern Territory","35-39","Female",41316
2020,"Northern Territory","35-39","Male",41134
2020,"Northern Territory","40-44","Female",34405
2020,"Northern Territory","40-44","Male",34100
2020,"Northern Territory","45-49","Female",31973
2020,"Northern Territory","45-49","Male",33486
2020,"Northern Territory","5-9","Female",35310
2020,"Northern Territory","5-9","Male",37053
2020,"Northern Territory","50-54","Female",30631
2020,"Northern Territory","50-54","Male",31143
2020,"Northern Territory","55-59","Female",27210
2020,"Northern Territory","55-59","Male",28573
2020,"Northern Territory","60-64","Female",22643
2020,"Northern Territory","60-64","Male",23530
2020,"Northern Territory","65-69","Female",16493
2020,"Northern Territory","65-69","Male",17855
2020,"Northern Territory","70-74","Female",11056
2020,"Northern Territory","70-74","Male",12642
2020,"Northern Territory","80-84","Female",3490
2020,"Northern Territory","80-84","Male",3432
2020,"Northern Territory","85 and over","Female",2629
2020,"Northern Territory","85 and over","Male",1916
2020,"Northern Territory","A75: 75-79","Female",6154
2020,"Northern Territory","A75: 75-79","Male",7002
2020,"Queensland","0-4","Female",594685
2020,"Queensland","0-4","Male",630612
2020,"Queensland","10-14","Female",671083
2020,"Queensland","10-14","Male",715066
2020,"Queensland","15-19","Female",616121
2020,"Queensland","15-19","Male",648807
2020,"Queensland","20-24","Female",668345
2020,"Queensland","20-24","Male",684612
2020,"Queensland","25-29","Female",729385
2020,"Queensland","25-29","Male",722345
2020,"Queensland","30-34","Female",731266
2020,"Queensland","30-34","Male",709290
2020,"Queensland","35-39","Female",725578
2020,"Queensland","35-39","Male",699615
2020,"Queensland","40-44","Female",669583
2020,"Queensland","40-44","Male",636506
2020,"Queensland","45-49","Female",706585
2020,"Queensland","45-49","Male",685768
2020,"Queensland","5-9","Female",656124
2020,"Queensland","5-9","Male",693068
2020,"Queensland","50-54","Female",659841
2020,"Queensland","50-54","Male",635770
2020,"Queensland","55-59","Female",653575
2020,"Queensland","55-59","Male",624855
2020,"Queensland","60-64","Female",596866
2020,"Queensland","60-64","Male",566536
2020,"Queensland","65-69","Female",526367
2020,"Queensland","65-69","Male",501064
2020,"Queensland","70-74","Female",465138
2020,"Queensland","70-74","Male",449969
2020,"Queensland","80-84","Female",215109
2020,"Queensland","80-84","Male",187468
2020,"Queensland","85 and over","Female",227607
2020,"Queensland","85 and over","Male",145115
2020,"Queensland","A75: 75-79","Female",321919
2020,"Queensland","A75: 75-79","Male",305675
2020,"South Australia","0-4","Female",191572
2020,"South Australia","0-4","Male",200864
2020,"South Australia","10-14","Female",208429
2020,"South Australia","10-14","Male",218636
2020,"South Australia","15-19","Female",197887
2020,"South Australia","15-19","Male",209464
2020,"South Australia","20-24","Female",221939
2020,"South Australia","20-24","Male",238314
2020,"South Australia","25-29","Female",237540
2020,"South Australia","25-29","Male",242857
2020,"South Australia","30-34","Female",242966
2020,"South Australia","30-34","Male",239944
2020,"South Australia","35-39","Female",239290
2020,"South Australia","35-39","Male",235604
2020,"South Australia","40-44","Female",215388
2020,"South Australia","40-44","Male",210627
2020,"South Australia","45-49","Female",227801
2020,"South Australia","45-49","Male",225220
2020,"South Australia","5-9","Female",206730
2020,"South Australia","5-9","Male",218045
2020,"South Australia","50-54","Female",229527
2020,"South Australia","50-54","Male",224570
2020,"South Australia","55-59","Female",237056
2020,"South Australia","55-59","Male",228230
2020,"South Australia","60-64","Female",229405
2020,"South Australia","60-64","Male",214059
2020,"South Australia","65-69","Female",208133
2020,"South Australia","65-69","Male",192265
2020,"South Australia","70-74","Female",188366
2020,"South Australia","70-74","Male",173549
2020,"South Australia","80-84","Female",96828
2020,"South Australia","80-84","Male",78509
2020,"South Australia","85 and over","Female",113444
2020,"South Australia","85 and over","Male",70731
2020,"South Australia","A75: 75-79","Female",132990
2020,"South Australia","A75: 75-79","Male",118115
2020,"Tasmania","0-4","Female",57066
2020,"Tasmania","0-4","Male",60852
2020,"Tasmania","10-14","Female",65516
2020,"Tasmania","10-14","Male",70339
2020,"Tasmania","15-19","Female",59427
2020,"Tasmania","15-19","Male",63933
2020,"Tasmania","20-24","Female",63257
2020,"Tasmania","20-24","Male",66796
2020,"Tasmania","25-29","Female",75682
2020,"Tasmania","25-29","Male",77349
2020,"Tasmania","30-34","Female",74091
2020,"Tasmania","30-34","Male",74420
2020,"Tasmania","35-39","Female",69730
2020,"Tasmania","35-39","Male",67097
2020,"Tasmania","40-44","Female",63784
2020,"Tasmania","40-44","Male",60604
2020,"Tasmania","45-49","Female",70912
2020,"Tasmania","45-49","Male",67646
2020,"Tasmania","5-9","Female",62868
2020,"Tasmania","5-9","Male",66256
2020,"Tasmania","50-54","Female",72575
2020,"Tasmania","50-54","Male",68477
2020,"Tasmania","55-59","Female",78619
2020,"Tasmania","55-59","Male",74909
2020,"Tasmania","60-64","Female",77652
2020,"Tasmania","60-64","Male",74061
2020,"Tasmania","65-69","Female",70435
2020,"Tasmania","65-69","Male",67423
2020,"Tasmania","70-74","Female",62823
2020,"Tasmania","70-74","Male",60383
2020,"Tasmania","80-84","Female",29926
2020,"Tasmania","80-84","Male",25590
2020,"Tasmania","85 and over","Female",30828
2020,"Tasmania","85 and over","Male",19668
2020,"Tasmania","A75: 75-79","Female",43223
2020,"Tasmania","A75: 75-79","Male",40644
2020,"Victoria","0-4","Female",765966
2020,"Victoria","0-4","Male",807497
2020,"Victoria","10-14","Female",769644
2020,"Victoria","10-14","Male",812976
2020,"Victoria","15-19","Female",723944
2020,"Victoria","15-19","Male",767887
2020,"Victoria","20-24","Female",870123
2020,"Victoria","20-24","Male",937572
2020,"Victoria","25-29","Female",1013807
2020,"Victoria","25-29","Male",1037738
2020,"Victoria","30-34","Female",1050030
2020,"Victoria","30-34","Male",1025914
2020,"Victoria","35-39","Female",988991
2020,"Victoria","35-39","Male",976137
2020,"Victoria","40-44","Female",854220
2020,"Victoria","40-44","Male",838441
2020,"Victoria","45-49","Female",872230
2020,"Victoria","45-49","Male",837222
2020,"Victoria","5-9","Female",796355
2020,"Victoria","5-9","Male",841452
2020,"Victoria","50-54","Female",822225
2020,"Victoria","50-54","Male",784901
2020,"Victoria","55-59","Female",798390
2020,"Victoria","55-59","Male",756748
2020,"Victoria","60-64","Female",743855
2020,"Victoria","60-64","Male",690150
2020,"Victoria","65-69","Female",653114
2020,"Victoria","65-69","Male",598085
2020,"Victoria","70-74","Female",572096
2020,"Victoria","70-74","Male",525498
2020,"Victoria","80-84","Female",297637
2020,"Victoria","80-84","Male",244623
2020,"Victoria","85 and over","Female",336874
2020,"Victoria","85 and over","Male",211575
2020,"Victoria","A75: 75-79","Female",403009
2020,"Victoria","A75: 75-79","Male",363388
2020,"Western Australia","0-4","Female",333048
2020,"Western Australia","0-4","Male",354400
2020,"Western Australia","10-14","Female",340846
2020,"Western Australia","10-14","Male",360883
2020,"Western Australia","15-19","Female",304666
2020,"Western Australia","15-19","Male",323841
2020,"Western Australia","20-24","Female",328390
2020,"Western Australia","20-24","Male",349297
2020,"Western Australia","25-29","Female",373882
2020,"Western Australia","25-29","Male",377382
2020,"Western Australia","30-34","Female",415452
2020,"Western Australia","30-34","Male",411658
2020,"Western Australia","35-39","Female",405599
2020,"Western Australia","35-39","Male",409762
2020,"Western Australia","40-44","Female",356535
2020,"Western Australia","40-44","Male",357135
2020,"Western Australia","45-49","Female",361251
2020,"Western Australia","45-49","Male",365863
2020,"Western Australia","5-9","Female",347021
2020,"Western Australia","5-9","Male",365643
2020,"Western Australia","50-54","Female",344074
2020,"Western Australia","50-54","Male",347047
2020,"Western Australia","55-59","Female",334543
2020,"Western Australia","55-59","Male",331685
2020,"Western Australia","60-64","Female",307518
2020,"Western Australia","60-64","Male",295349
2020,"Western Australia","65-69","Female",268046
2020,"Western Australia","65-69","Male",252390
2020,"Western Australia","70-74","Female",226315
2020,"Western Australia","70-74","Male",218910
2020,"Western Australia","80-84","Female",111362
2020,"Western Australia","80-84","Male",93860
2020,"Western Australia","85 and over","Female",118413
2020,"Western Australia","85 and over","Male",75730
2020,"Western Australia","A75: 75-79","Female",154058
2020,"Western Australia","A75: 75-79","Male",145596
2021,"Australian Capital Territory","0-4","Female",52615
2021,"Australian Capital Territory","0-4","Male",55448
2021,"Australian Capital Territory","10-14","Female",52806
2021,"Australian Capital Territory","10-14","Male",56013
2021,"Australian Capital Territory","15-19","Female",51470
2021,"Australian Capital Territory","15-19","Male",53142
2021,"Australian Capital Territory","20-24","Female",68693
2021,"Australian Capital Territory","20-24","Male",68777
2021,"Australian Capital Territory","25-29","Female",78329
2021,"Australian Capital Territory","25-29","Male",79282
2021,"Australian Capital Territory","30-34","Female",77833
2021,"Australian Capital Territory","30-34","Male",76882
2021,"Australian Capital Territory","35-39","Female",74930
2021,"Australian Capital Territory","35-39","Male",73577
2021,"Australian Capital Territory","40-44","Female",64192
2021,"Australian Capital Territory","40-44","Male",63001
2021,"Australian Capital Territory","45-49","Female",58434
2021,"Australian Capital Territory","45-49","Male",57600
2021,"Australian Capital Territory","5-9","Female",56829
2021,"Australian Capital Territory","5-9","Male",59705
2021,"Australian Capital Territory","50-54","Female",53505
2021,"Australian Capital Territory","50-54","Male",52686
2021,"Australian Capital Territory","55-59","Female",48302
2021,"Australian Capital Territory","55-59","Male",45925
2021,"Australian Capital Territory","60-64","Female",44323
2021,"Australian Capital Territory","60-64","Male",40049
2021,"Australian Capital Territory","65-69","Female",38543
2021,"Australian Capital Territory","65-69","Male",33391
2021,"Australian Capital Territory","70-74","Female",35707
2021,"Australian Capital Territory","70-74","Male",30801
2021,"Australian Capital Territory","80-84","Female",16638
2021,"Australian Capital Territory","80-84","Male",13063
2021,"Australian Capital Territory","85 and over","Female",16912
2021,"Australian Capital Territory","85 and over","Male",11202
2021,"Australian Capital Territory","A75: 75-79","Female",24679
2021,"Australian Capital Territory","A75: 75-79","Male",21295
2021,"New South Wales","0-4","Female",929623
2021,"New South Wales","0-4","Male",987174
2021,"New South Wales","10-14","Female",987107
2021,"New South Wales","10-14","Male",1046450
2021,"New South Wales","15-19","Female",894056
2021,"New South Wales","15-19","Male",958971
2021,"New South Wales","20-24","Female",970042
2021,"New South Wales","20-24","Male",1047154
2021,"New South Wales","25-29","Female",1120640
2021,"New South Wales","25-29","Male",1142136
2021,"New South Wales","30-34","Female",1200320
2021,"New South Wales","30-34","Male",1181148
2021,"New South Wales","35-39","Female",1172135
2021,"New South Wales","35-39","Male",1166305
2021,"New South Wales","40-44","Female",1055018
2021,"New South Wales","40-44","Male",1033543
2021,"New South Wales","45-49","Female",1039777
2021,"New South Wales","45-49","Male",1022496
2021,"New South Wales","5-9","Female",980031
2021,"New South Wales","5-9","Male",1042160
2021,"New South Wales","50-54","Female",1011635
2021,"New South Wales","50-54","Male",979328
2021,"New South Wales","55-59","Female",988928
2021,"New South Wales","55-59","Male",962766
2021,"New South Wales","60-64","Female",961950
2021,"New South Wales","60-64","Male",909296
2021,"New South Wales","65-69","Female",845639
2021,"New South Wales","65-69","Male",788039
2021,"New South Wales","70-74","Female",749369
2021,"New South Wales","70-74","Male",706931
2021,"New South Wales","80-84","Female",389706
2021,"New South Wales","80-84","Male",329424
2021,"New South Wales","85 and over","Female",440488
2021,"New South Wales","85 and over","Male",282279
2021,"New South Wales","A75: 75-79","Female",549059
2021,"New South Wales","A75: 75-79","Male",508680
2021,"Northern Territory","0-4","Female",33578
2021,"Northern Territory","0-4","Male",36449
2021,"Northern Territory","10-14","Female",32827
2021,"Northern Territory","10-14","Male",35414
2021,"Northern Territory","15-19","Female",29266
2021,"Northern Territory","15-19","Male",31526
2021,"Northern Territory","20-24","Female",32019
2021,"Northern Territory","20-24","Male",36240
2021,"Northern Territory","25-29","Female",45946
2021,"Northern Territory","25-29","Male",44841
2021,"Northern Territory","30-34","Female",47851
2021,"Northern Territory","30-34","Male",46729
2021,"Northern Territory","35-39","Female",41878
2021,"Northern Territory","35-39","Male",41268
2021,"Northern Territory","40-44","Female",34984
2021,"Northern Territory","40-44","Male",34451
2021,"Northern Territory","45-49","Female",31420
2021,"Northern Territory","45-49","Male",32588
2021,"Northern Territory","5-9","Female",35339
2021,"Northern Territory","5-9","Male",36792
2021,"Northern Territory","50-54","Female",31171
2021,"Northern Territory","50-54","Male",31715
2021,"Northern Territory","55-59","Female",26844
2021,"Northern Territory","55-59","Male",28332
2021,"Northern Territory","60-64","Female",23054
2021,"Northern Territory","60-64","Male",23754
2021,"Northern Territory","65-69","Female",16876
2021,"Northern Territory","65-69","Male",18160
2021,"Northern Territory","70-74","Female",11852
2021,"Northern Territory","70-74","Male",13236
2021,"Northern Territory","80-84","Female",4001
2021,"Northern Territory","80-84","Male",3814
2021,"Northern Territory","85 and over","Female",2747
2021,"Northern Territory","85 and over","Male",2080
2021,"Northern Territory","A75: 75-79","Female",6477
2021,"Northern Territory","A75: 75-79","Male",7329
2021,"Queensland","0-4","Female",587210
2021,"Queensland","0-4","Male",623894
2021,"Queensland","10-14","Female",681857
2021,"Queensland","10-14","Male",723950
2021,"Queensland","15-19","Female",623169
2021,"Queensland","15-19","Male",657154
2021,"Queensland","20-24","Female",652489
2021,"Queensland","20-24","Male",674204
2021,"Queensland","25-29","Female",715152
2021,"Queensland","25-29","Male",712385
2021,"Queensland","30-34","Female",737687
2021,"Queensland","30-34","Male",716624
2021,"Queensland","35-39","Female",740066
2021,"Queensland","35-39","Male",715212
2021,"Queensland","40-44","Female",685597
2021,"Queensland","40-44","Male",651383
2021,"Queensland","45-49","Female",696915
2021,"Queensland","45-49","Male",677219
2021,"Queensland","5-9","Female",653636
2021,"Queensland","5-9","Male",692162
2021,"Queensland","50-54","Female",682631
2021,"Queensland","50-54","Male",661094
2021,"Queensland","55-59","Female",650801
2021,"Queensland","55-59","Male",624737
2021,"Queensland","60-64","Female",615566
2021,"Queensland","60-64","Male",584138
2021,"Queensland","65-69","Female",538253
2021,"Queensland","65-69","Male",510342
2021,"Queensland","70-74","Female",482910
2021,"Queensland","70-74","Male",462213
2021,"Queensland","80-84","Female",225151
2021,"Queensland","80-84","Male",198205
2021,"Queensland","85 and over","Female",233620
2021,"Queensland","85 and over","Male",152348
2021,"Queensland","A75: 75-79","Female",344557
2021,"Queensland","A75: 75-79","Male",327099
2021,"South Australia","0-4","Female",190490
2021,"South Australia","0-4","Male",199400
2021,"South Australia","10-14","Female",210664
2021,"South Australia","10-14","Male",220724
2021,"South Australia","15-19","Female",196403
2021,"South Australia","15-19","Male",208169
2021,"South Australia","20-24","Female",215582
2021,"South Australia","20-24","Male",231571
2021,"South Australia","25-29","Female",235953
2021,"South Australia","25-29","Male",244128
2021,"South Australia","30-34","Female",242894
2021,"South Australia","30-34","Male",241320
2021,"South Australia","35-39","Female",243681
2021,"South Australia","35-39","Male",240265
2021,"South Australia","40-44","Female",220183
2021,"South Australia","40-44","Male",213875
2021,"South Australia","45-49","Female",222468
2021,"South Australia","45-49","Male",220102
2021,"South Australia","5-9","Female",206120
2021,"South Australia","5-9","Male",216915
2021,"South Australia","50-54","Female",232958
2021,"South Australia","50-54","Male",229027
2021,"South Australia","55-59","Female",234137
2021,"South Australia","55-59","Male",225962
2021,"South Australia","60-64","Female",233235
2021,"South Australia","60-64","Male",218930
2021,"South Australia","65-69","Female",210954
2021,"South Australia","65-69","Male",194694
2021,"South Australia","70-74","Female",194447
2021,"South Australia","70-74","Male",177236
