"TimePeriod","Region","ObsValue","State"
2013,"Broome",17185,"Western Australia"
2018,"Broome",17432,"Western Australia"
2020,"Broome",17976,"Western Australia"
2023,"Broome",18611,"Western Australia"
2022,"Broome",18368,"Western Australia"
2022,"Broomehill-Tambellup",1087,NA
2023,"Broomehill-Tambellup",1095,NA
2014,"Broomehill-Tambellup",1191,NA
2015,"Broomehill-Tambellup",1180,NA
2016,"Broomehill-Tambellup",1164,NA
2017,"Broomehill-Tambellup",1153,NA
2018,"Broomehill-Tambellup",1133,NA
2019,"Broomehill-Tambellup",1112,NA
2020,"Broomehill-Tambellup",1098,NA
2021,"Broomehill-Tambellup",1089,NA
2013,"Broomehill-Tambellup",1194,NA
2016,"Bruce Rock",941,"Western Australia"
2017,"Bruce Rock",953,"Western Australia"
2019,"Bruce Rock",982,"Western Australia"
2022,"Bruce Rock",1020,"Western Australia"
2014,"Bruce Rock",966,"Western Australia"
2013,"Bruce Rock",988,"Western Australia"
2023,"Bruce Rock",1043,"Western Australia"
2018,"Bruce Rock",964,"Western Australia"
2015,"Bruce Rock",955,"Western Australia"
2020,"Bruce Rock",1000,"Western Australia"
2021,"Bruce Rock",1016,"Western Australia"
2013,"Bulloo",396,"Queensland"
2015,"Bulloo",372,"Queensland"
2021,"Bulloo",342,"Queensland"
2022,"Bulloo",343,"Queensland"
2020,"Bulloo",340,"Queensland"
2023,"Bulloo",346,"Queensland"
2019,"Bulloo",340,"Queensland"
2017,"Bulloo",347,"Queensland"
2014,"Bulloo",388,"Queensland"
2018,"Bulloo",343,"Queensland"
2016,"Bulloo",356,"Queensland"
2021,"Buloke",6132,"Victoria"
2023,"Buloke",6040,"Victoria"
2022,"Buloke",6120,"Victoria"
2018,"Buloke",6214,"Victoria"
2015,"Buloke",6306,"Victoria"
2013,"Buloke",6388,"Victoria"
2016,"Buloke",6284,"Victoria"
2014,"Buloke",6335,"Victoria"
2020,"Buloke",6156,"Victoria"
2019,"Buloke",6166,"Victoria"
2017,"Buloke",6221,"Victoria"
2019,"Bunbury",33267,"Western Australia"
2023,"Bunbury",34768,"Western Australia"
2014,"Bunbury",32941,"Western Australia"
2021,"Bunbury",34137,"Western Australia"
2015,"Bunbury",32872,"Western Australia"
2018,"Bunbury",32897,"Western Australia"
2013,"Bunbury",32951,"Western Australia"
2020,"Bunbury",33769,"Western Australia"
2022,"Bunbury",34417,"Western Australia"
2016,"Bunbury",32574,"Western Australia"
2017,"Bunbury",32758,"Western Australia"
2019,"Bundaberg",97801,"Queensland"
2022,"Bundaberg",102070,"Queensland"
2021,"Bundaberg",100095,"Queensland"
2020,"Bundaberg",98883,"Queensland"
2014,"Bundaberg",94025,"Queensland"
2013,"Bundaberg",93850,"Queensland"
2018,"Bundaberg",96599,"Queensland"
2016,"Bundaberg",94256,"Queensland"
2017,"Bundaberg",95354,"Queensland"
2015,"Bundaberg",94028,"Queensland"
2023,"Bundaberg",104166,"Queensland"
2020,"Burdekin",16934,"Queensland"
2016,"Burdekin",17326,"Queensland"
2021,"Burdekin",16836,"Queensland"
2019,"Burdekin",17003,"Queensland"
2015,"Burdekin",17566,"Queensland"
2023,"Burdekin",17020,"Queensland"
2022,"Burdekin",16868,"Queensland"
2018,"Burdekin",17086,"Queensland"
2014,"Burdekin",17695,"Queensland"
2013,"Burdekin",17754,"Queensland"
2017,"Burdekin",17224,"Queensland"
2021,"Burke",430,"Queensland"
2022,"Burke",432,"Queensland"
2020,"Burke",415,"Queensland"
2023,"Burke",438,"Queensland"
2019,"Burke",399,"Queensland"
2014,"Burke",450,"Queensland"
2013,"Burke",506,"Queensland"
2015,"Burke",396,"Queensland"
2016,"Burke",342,"Queensland"
2017,"Burke",362,"Queensland"
2018,"Burke",381,"Queensland"
2019,"Burnie",19899,"Tasmania"
2013,"Burnie",19755,"Tasmania"
2020,"Burnie",20171,"Tasmania"
2017,"Burnie",19354,"Tasmania"
2018,"Burnie",19601,"Tasmania"
2021,"Burnie",20408,"Tasmania"
2014,"Burnie",19565,"Tasmania"
2015,"Burnie",19408,"Tasmania"
2016,"Burnie",19228,"Tasmania"
2022,"Burnie",20470,"Tasmania"
2023,"Burnie",20463,"Tasmania"
2018,"Burnside",45882,"South Australia"
2021,"Burnside",46425,"South Australia"
2023,"Burnside",47444,"South Australia"
2017,"Burnside",45591,"South Australia"
2022,"Burnside",46710,"South Australia"
2019,"Burnside",46118,"South Australia"
2020,"Burnside",46415,"South Australia"
2014,"Burnside",44678,"South Australia"
2013,"Burnside",44457,"South Australia"
2015,"Burnside",44938,"South Australia"
2016,"Burnside",45216,"South Australia"
2022,"Burwood",40850,"New South Wales"
2023,"Burwood",42498,"New South Wales"
2021,"Burwood",40440,"New South Wales"
2017,"Burwood",39275,"New South Wales"
2020,"Burwood",40670,"New South Wales"
2015,"Burwood",37822,"New South Wales"
2013,"Burwood",36145,"New South Wales"
2018,"Burwood",39773,"New South Wales"
2014,"Burwood",37200,"New South Wales"
2016,"Burwood",38536,"New South Wales"
2019,"Burwood",40333,"New South Wales"
2015,"Busselton",36940,"Western Australia"
2014,"Busselton",35917,"Western Australia"
2023,"Busselton",43969,"Western Australia"
2019,"Busselton",40187,"Western Australia"
2013,"Busselton",34696,"Western Australia"
2016,"Busselton",37766,"Western Australia"
2018,"Busselton",39305,"Western Australia"
2022,"Busselton",42931,"Western Australia"
2020,"Busselton",41059,"Western Australia"
2017,"Busselton",38619,"Western Australia"
2021,"Busselton",42009,"Western Australia"
2014,"Byron",32263,"New South Wales"
2016,"Byron",33399,"New South Wales"
2019,"Byron",35054,"New South Wales"
2015,"Byron",32803,"New South Wales"
2022,"Byron",36514,"New South Wales"
2018,"Byron",34512,"New South Wales"
2021,"Byron",36106,"New South Wales"
2017,"Byron",33944,"New South Wales"
2020,"Byron",35715,"New South Wales"
2013,"Byron",31756,"New South Wales"
2023,"Byron",37126,"New South Wales"
2016,"Cabonne",13577,"New South Wales"
2018,"Cabonne",13729,"New South Wales"
2019,"Cabonne",13773,"New South Wales"
2015,"Cabonne",13511,"New South Wales"
2020,"Cabonne",13814,"New South Wales"
2014,"Cabonne",13506,"New South Wales"
2021,"Cabonne",13767,"New South Wales"
2022,"Cabonne",13843,"New South Wales"
2013,"Cabonne",13473,"New South Wales"
2023,"Cabonne",13880,"New South Wales"
2017,"Cabonne",13683,"New South Wales"
2016,"Cairns",161573,"Queensland"
2022,"Cairns",171985,"Queensland"
2017,"Cairns",163806,"Queensland"
2015,"Cairns",159944,"Queensland"
2020,"Cairns",168710,"Queensland"
2019,"Cairns",167149,"Queensland"
2018,"Cairns",165716,"Queensland"
2021,"Cairns",169250,"Queensland"
2014,"Cairns",158574,"Queensland"
2023,"Cairns",175398,"Queensland"
2013,"Cairns",156764,"Queensland"
2015,"Cambridge",27988,"Western Australia"
2016,"Cambridge",27991,"Western Australia"
2017,"Cambridge",28474,"Western Australia"
2013,"Cambridge",27856,"Western Australia"
2018,"Cambridge",28764,"Western Australia"
2014,"Cambridge",27940,"Western Australia"
2023,"Cambridge",31133,"Western Australia"
2022,"Cambridge",30160,"Western Australia"
2020,"Cambridge",29743,"Western Australia"
2019,"Cambridge",29167,"Western Australia"
2021,"Cambridge",29822,"Western Australia"
2017,"Camden",88297,"New South Wales"
2016,"Camden",80268,"New South Wales"
2014,"Camden",68645,"New South Wales"
2020,"Camden",112451,"New South Wales"
2018,"Camden",96023,"New South Wales"
2019,"Camden",104706,"New South Wales"
2023,"Camden",134811,"New South Wales"
2015,"Camden",74103,"New South Wales"
2013,"Camden",64095,"New South Wales"
2022,"Camden",127808,"New South Wales"
2021,"Camden",120083,"New South Wales"
2021,"Campaspe",38556,"Victoria"
2016,"Campaspe",37595,"Victoria"
2015,"Campaspe",37429,"Victoria"
2013,"Campaspe",37213,"Victoria"
2022,"Campaspe",38556,"Victoria"
2018,"Campaspe",37948,"Victoria"
2017,"Campaspe",37799,"Victoria"
2019,"Campaspe",38128,"Victoria"
2020,"Campaspe",38379,"Victoria"
2023,"Campaspe",38299,"Victoria"
2014,"Campaspe",37338,"Victoria"
2019,"Campbelltown (NSW)",172286,"New South Wales"
2023,"Campbelltown (NSW)",184784,"New South Wales"
2018,"Campbelltown (NSW)",168825,"New South Wales"
2021,"Campbelltown (NSW)",177778,"New South Wales"
2020,"Campbelltown (NSW)",175725,"New South Wales"
2013,"Campbelltown (NSW)",154346,"New South Wales"
2017,"Campbelltown (NSW)",165143,"New South Wales"
2022,"Campbelltown (NSW)",180377,"New South Wales"
2016,"Campbelltown (NSW)",161562,"New South Wales"
2014,"Campbelltown (NSW)",156289,"New South Wales"
2015,"Campbelltown (NSW)",158586,"New South Wales"
2016,"Campbelltown (SA)",51080,"South Australia"
2015,"Campbelltown (SA)",50937,"South Australia"
2017,"Campbelltown (SA)",51669,"South Australia"
2022,"Campbelltown (SA)",56028,"South Australia"
2020,"Campbelltown (SA)",54884,"South Australia"
2021,"Campbelltown (SA)",55456,"South Australia"
2023,"Campbelltown (SA)",57160,"South Australia"
2014,"Campbelltown (SA)",50717,"South Australia"
2013,"Campbelltown (SA)",50476,"South Australia"
2019,"Campbelltown (SA)",53599,"South Australia"
2018,"Campbelltown (SA)",52393,"South Australia"
2021,"Canada Bay",89685,"New South Wales"
2022,"Canada Bay",89236,"New South Wales"
2016,"Canada Bay",92534,"New South Wales"
2023,"Canada Bay",91385,"New South Wales"
2019,"Canada Bay",92609,"New South Wales"
2015,"Canada Bay",90467,"New South Wales"
2013,"Canada Bay",85568,"New South Wales"
2017,"Canada Bay",92872,"New South Wales"
2020,"Canada Bay",91833,"New South Wales"
2014,"Canada Bay",88565,"New South Wales"
2018,"Canada Bay",92765,"New South Wales"
2016,"Canning",93733,"Western Australia"
2019,"Canning",96447,"Western Australia"
2018,"Canning",95171,"Western Australia"
2020,"Canning",98643,"Western Australia"
2017,"Canning",94403,"Western Australia"
2015,"Canning",93959,"Western Australia"
2022,"Canning",99764,"Western Australia"
2023,"Canning",103691,"Western Australia"
2021,"Canning",99306,"Western Australia"
2013,"Canning",93491,"Western Australia"
2014,"Canning",93843,"Western Australia"
2023,"Canterbury-Bankstown",379829,NA
2020,"Canterbury-Bankstown",376638,NA
2021,"Canterbury-Bankstown",372459,NA
2022,"Canterbury-Bankstown",372119,NA
2018,"Canterbury-Bankstown",371891,NA
2019,"Canterbury-Bankstown",375333,NA
2017,"Canterbury-Bankstown",367534,NA
2013,"Canterbury-Bankstown",345692,NA
2016,"Canterbury-Bankstown",361862,NA
2014,"Canterbury-Bankstown",350922,NA
2015,"Canterbury-Bankstown",356328,NA
2013,"Capel",16483,"Western Australia"
2022,"Capel",19012,"Western Australia"
2015,"Capel",17250,"Western Australia"
2023,"Capel",19335,"Western Australia"
2018,"Capel",18001,"Western Australia"
2020,"Capel",18492,"Western Australia"
2014,"Capel",16934,"Western Australia"
2016,"Capel",17375,"Western Australia"
2017,"Capel",17696,"Western Australia"
2019,"Capel",18205,"Western Australia"
2021,"Capel",18776,"Western Australia"
2019,"Cardinia",112002,"Victoria"
2017,"Cardinia",102258,"Victoria"
2015,"Cardinia",92298,"Victoria"
2016,"Cardinia",97573,"Victoria"
2014,"Cardinia",88070,"Victoria"
2018,"Cardinia",106945,"Victoria"
2020,"Cardinia",116505,"Victoria"
2013,"Cardinia",84591,"Victoria"
2023,"Cardinia",126960,"Victoria"
2021,"Cardinia",119573,"Victoria"
2022,"Cardinia",123181,"Victoria"
2018,"Carnamah",555,"Western Australia"
2017,"Carnamah",564,"Western Australia"
2022,"Carnamah",572,"Western Australia"
2013,"Carnamah",566,"Western Australia"
2020,"Carnamah",555,"Western Australia"
2023,"Carnamah",579,"Western Australia"
2021,"Carnamah",573,"Western Australia"
2019,"Carnamah",554,"Western Australia"
2014,"Carnamah",566,"Western Australia"
2015,"Carnamah",568,"Western Australia"
2016,"Carnamah",564,"Western Australia"
2023,"Carnarvon",5528,"Western Australia"
2022,"Carnarvon",5522,"Western Australia"
2021,"Carnarvon",5520,"Western Australia"
2018,"Carnarvon",5574,"Western Australia"
2015,"Carnarvon",5844,"Western Australia"
2020,"Carnarvon",5491,"Western Australia"
2019,"Carnarvon",5497,"Western Australia"
2016,"Carnarvon",5713,"Western Australia"
2017,"Carnarvon",5652,"Western Australia"
2013,"Carnarvon",6034,"Western Australia"
2014,"Carnarvon",5951,"Western Australia"
2019,"Carpentaria",2089,"Queensland"
2022,"Carpentaria",2170,"Queensland"
2020,"Carpentaria",2118,"Queensland"
2021,"Carpentaria",2158,"Queensland"
2014,"Carpentaria",2112,"Queensland"
2023,"Carpentaria",2212,"Queensland"
2018,"Carpentaria",2050,"Queensland"
2015,"Carpentaria",2092,"Queensland"
2013,"Carpentaria",2146,"Queensland"
2017,"Carpentaria",2034,"Queensland"
2016,"Carpentaria",2051,"Queensland"
2022,"Carrathool",2829,"New South Wales"
2013,"Carrathool",2797,"New South Wales"
2020,"Carrathool",2892,"New South Wales"
2018,"Carrathool",2864,"New South Wales"
2019,"Carrathool",2863,"New South Wales"
2016,"Carrathool",2793,"New South Wales"
2023,"Carrathool",2765,"New South Wales"
2017,"Carrathool",2825,"New South Wales"
2015,"Carrathool",2766,"New South Wales"
2014,"Carrathool",2800,"New South Wales"
2021,"Carrathool",2873,"New South Wales"
2020,"Casey",363970,"Victoria"
2021,"Casey",369558,"Victoria"
2016,"Casey",312789,"Victoria"
2015,"Casey",299528,"Victoria"
2013,"Casey",278023,"Victoria"
2018,"Casey",338087,"Victoria"
2022,"Casey",379104,"Victoria"
2014,"Casey",287937,"Victoria"
2019,"Casey",352006,"Victoria"
2023,"Casey",392110,"Victoria"
2017,"Casey",324946,"Victoria"
2018,"Cassowary Coast",29536,"Queensland"
2021,"Cassowary Coast",29511,"Queensland"
2017,"Cassowary Coast",29442,"Queensland"
2016,"Cassowary Coast",29287,"Queensland"
2022,"Cassowary Coast",29605,"Queensland"
2020,"Cassowary Coast",29608,"Queensland"
2015,"Cassowary Coast",29098,"Queensland"
2014,"Cassowary Coast",29038,"Queensland"
2023,"Cassowary Coast",29972,"Queensland"
2019,"Cassowary Coast",29564,"Queensland"
2013,"Cassowary Coast",28950,"Queensland"
2015,"Ceduna",3574,"South Australia"
2014,"Ceduna",3577,"South Australia"
2023,"Ceduna",3717,"South Australia"
2022,"Ceduna",3650,"South Australia"
2019,"Ceduna",3600,"South Australia"
2020,"Ceduna",3616,"South Australia"
2017,"Ceduna",3577,"South Australia"
2018,"Ceduna",3583,"South Australia"
2013,"Ceduna",3574,"South Australia"
2021,"Ceduna",3651,"South Australia"
2016,"Ceduna",3566,"South Australia"
2014,"Central Coast (NSW)",330377,"New South Wales"
2019,"Central Coast (NSW)",345695,"New South Wales"
2018,"Central Coast (NSW)",343074,"New South Wales"
2020,"Central Coast (NSW)",347734,"New South Wales"
2015,"Central Coast (NSW)",333264,"New South Wales"
2022,"Central Coast (NSW)",349158,"New South Wales"
2013,"Central Coast (NSW)",327745,"New South Wales"
2017,"Central Coast (NSW)",340140,"New South Wales"
2021,"Central Coast (NSW)",348493,"New South Wales"
2023,"Central Coast (NSW)",351934,"New South Wales"
2016,"Central Coast (NSW)",336611,"New South Wales"
2013,"Central Coast (Tas.)",22122,"Tasmania"
2014,"Central Coast (Tas.)",21989,"Tasmania"
2015,"Central Coast (Tas.)",21847,"Tasmania"
2016,"Central Coast (Tas.)",21736,"Tasmania"
2017,"Central Coast (Tas.)",22002,"Tasmania"
2018,"Central Coast (Tas.)",22284,"Tasmania"
2019,"Central Coast (Tas.)",22532,"Tasmania"
2020,"Central Coast (Tas.)",22894,"Tasmania"
2021,"Central Coast (Tas.)",23258,"Tasmania"
2022,"Central Coast (Tas.)",23342,"Tasmania"
2023,"Central Coast (Tas.)",23331,"Tasmania"
2014,"Central Darling",1934,"New South Wales"
2018,"Central Darling",1809,"New South Wales"
2022,"Central Darling",1749,"New South Wales"
2023,"Central Darling",1757,"New South Wales"
2013,"Central Darling",1979,"New South Wales"
2020,"Central Darling",1774,"New South Wales"
2021,"Central Darling",1758,"New South Wales"
2016,"Central Darling",1881,"New South Wales"
2015,"Central Darling",1923,"New South Wales"
2019,"Central Darling",1799,"New South Wales"
2017,"Central Darling",1845,"New South Wales"
2018,"Central Desert",4138,"Northern Territory"
2021,"Central Desert",4118,"Northern Territory"
2020,"Central Desert",4129,"Northern Territory"
2016,"Central Desert",4165,"Northern Territory"
2023,"Central Desert",4126,"Northern Territory"
2017,"Central Desert",4151,"Northern Territory"
2014,"Central Desert",4316,"Northern Territory"
2019,"Central Desert",4147,"Northern Territory"
2022,"Central Desert",4105,"Northern Territory"
2015,"Central Desert",4259,"Northern Territory"
2013,"Central Desert",4363,"Northern Territory"
2022,"Central Goldfields",13520,"Victoria"
2023,"Central Goldfields",13574,"Victoria"
2016,"Central Goldfields",13087,"Victoria"
2019,"Central Goldfields",13349,"Victoria"
2014,"Central Goldfields",12884,"Victoria"
2020,"Central Goldfields",13304,"Victoria"
2015,"Central Goldfields",12950,"Victoria"
2021,"Central Goldfields",13388,"Victoria"
2018,"Central Goldfields",13330,"Victoria"
2013,"Central Goldfields",12815,"Victoria"
2017,"Central Goldfields",13200,"Victoria"
2015,"Central Highlands (Qld)",29143,"Queensland"
2016,"Central Highlands (Qld)",28690,"Queensland"
2014,"Central Highlands (Qld)",29598,"Queensland"
2020,"Central Highlands (Qld)",28524,"Queensland"
2018,"Central Highlands (Qld)",28572,"Queensland"
2013,"Central Highlands (Qld)",29782,"Queensland"
2021,"Central Highlands (Qld)",28298,"Queensland"
2022,"Central Highlands (Qld)",28530,"Queensland"
2017,"Central Highlands (Qld)",28573,"Queensland"
2019,"Central Highlands (Qld)",28574,"Queensland"
2023,"Central Highlands (Qld)",28973,"Queensland"
2018,"Central Highlands (Tas.)",2296,"Tasmania"
2021,"Central Highlands (Tas.)",2579,"Tasmania"
2020,"Central Highlands (Tas.)",2473,"Tasmania"
2019,"Central Highlands (Tas.)",2377,"Tasmania"
2015,"Central Highlands (Tas.)",2203,"Tasmania"
2023,"Central Highlands (Tas.)",2595,"Tasmania"
2022,"Central Highlands (Tas.)",2586,"Tasmania"
2013,"Central Highlands (Tas.)",2278,"Tasmania"
2014,"Central Highlands (Tas.)",2239,"Tasmania"
2017,"Central Highlands (Tas.)",2222,"Tasmania"
2016,"Central Highlands (Tas.)",2169,"Tasmania"
2020,"Cessnock",62431,"New South Wales"
2019,"Cessnock",60823,"New South Wales"
2016,"Cessnock",56720,"New South Wales"
2018,"Cessnock",59649,"New South Wales"
2015,"Cessnock",55888,"New South Wales"
2022,"Cessnock",65875,"New South Wales"
2021,"Cessnock",64120,"New South Wales"
2014,"Cessnock",55103,"New South Wales"
