"TimePeriod","Region","ObsValue","State"
2015,"Lockyer Valley",38861,"Queensland"
2016,"Lockyer Valley",39499,"Queensland"
2013,"Lockyer Valley",37682,"Queensland"
2014,"Lockyer Valley",38363,"Queensland"
2022,"Lockyer Valley",42628,"Queensland"
2023,"Lockyer Valley",43847,"Queensland"
2017,"Lockyer Valley",40003,"Queensland"
2018,"Lockyer Valley",40539,"Queensland"
2021,"Lockyer Valley",41750,"Queensland"
2020,"Loddon",7657,"Victoria"
2021,"Loddon",7703,"Victoria"
2023,"Loddon",7747,"Victoria"
2019,"Loddon",7629,"Victoria"
2013,"Loddon",7518,"Victoria"
2018,"Loddon",7602,"Victoria"
2015,"Loddon",7531,"Victoria"
2022,"Loddon",7750,"Victoria"
2017,"Loddon",7569,"Victoria"
2014,"Loddon",7513,"Victoria"
2016,"Loddon",7558,"Victoria"
2013,"Logan",300545,"Queensland"
2015,"Logan",309342,"Queensland"
2014,"Logan",305147,"Queensland"
2020,"Logan",343821,"Queensland"
2016,"Logan",314511,"Queensland"
2017,"Logan",321102,"Queensland"
2019,"Logan",335955,"Queensland"
2021,"Logan",350673,"Queensland"
2018,"Logan",327769,"Queensland"
2023,"Logan",377773,"Queensland"
2022,"Logan",363059,"Queensland"
2023,"Longreach",3737,"Queensland"
2022,"Longreach",3721,"Queensland"
2017,"Longreach",3661,"Queensland"
2016,"Longreach",3727,"Queensland"
2020,"Longreach",3651,"Queensland"
2018,"Longreach",3653,"Queensland"
2019,"Longreach",3654,"Queensland"
2013,"Longreach",4104,"Queensland"
2021,"Longreach",3691,"Queensland"
2015,"Longreach",3812,"Queensland"
2014,"Longreach",4027,"Queensland"
2017,"Lower Eyre Peninsula",5731,"South Australia"
2022,"Lower Eyre Peninsula",6097,"South Australia"
2016,"Lower Eyre Peninsula",5661,"South Australia"
2015,"Lower Eyre Peninsula",5540,"South Australia"
2014,"Lower Eyre Peninsula",5426,"South Australia"
2023,"Lower Eyre Peninsula",6154,"South Australia"
2013,"Lower Eyre Peninsula",5300,"South Australia"
2019,"Lower Eyre Peninsula",5875,"South Australia"
2020,"Lower Eyre Peninsula",5947,"South Australia"
2018,"Lower Eyre Peninsula",5812,"South Australia"
2021,"Lower Eyre Peninsula",6058,"South Australia"
2018,"Loxton Waikerie",11775,"South Australia"
2013,"Loxton Waikerie",11571,"South Australia"
2019,"Loxton Waikerie",11830,"South Australia"
2021,"Loxton Waikerie",11921,"South Australia"
2017,"Loxton Waikerie",11731,"South Australia"
2022,"Loxton Waikerie",11923,"South Australia"
2014,"Loxton Waikerie",11671,"South Australia"
2020,"Loxton Waikerie",11861,"South Australia"
2016,"Loxton Waikerie",11730,"South Australia"
2023,"Loxton Waikerie",11897,"South Australia"
2015,"Loxton Waikerie",11716,"South Australia"
2017,"MacDonnell",6685,"Northern Territory"
2016,"MacDonnell",6753,"Northern Territory"
2014,"MacDonnell",6875,"Northern Territory"
2021,"MacDonnell",6574,"Northern Territory"
2018,"MacDonnell",6648,"Northern Territory"
2023,"MacDonnell",6706,"Northern Territory"
2022,"MacDonnell",6627,"Northern Territory"
2015,"MacDonnell",6859,"Northern Territory"
2013,"MacDonnell",6911,"Northern Territory"
2019,"MacDonnell",6636,"Northern Territory"
2020,"MacDonnell",6558,"Northern Territory"
2013,"Macedon Ranges",44595,"Victoria"
2017,"Macedon Ranges",48415,"Victoria"
2015,"Macedon Ranges",46373,"Victoria"
2022,"Macedon Ranges",52202,"Victoria"
2014,"Macedon Ranges",45471,"Victoria"
2023,"Macedon Ranges",52920,"Victoria"
2021,"Macedon Ranges",51599,"Victoria"
2019,"Macedon Ranges",50162,"Victoria"
2016,"Macedon Ranges",47480,"Victoria"
2020,"Macedon Ranges",50894,"Victoria"
2018,"Macedon Ranges",49302,"Victoria"
2013,"Mackay",118878,"Queensland"
2017,"Mackay",117513,"Queensland"
2018,"Mackay",118352,"Queensland"
2015,"Mackay",118292,"Queensland"
2016,"Mackay",117218,"Queensland"
2019,"Mackay",119529,"Queensland"
2020,"Mackay",121395,"Queensland"
2022,"Mackay",124950,"Queensland"
2014,"Mackay",118916,"Queensland"
2021,"Mackay",123148,"Queensland"
2023,"Mackay",126907,"Queensland"
2017,"Maitland",81058,"New South Wales"
2014,"Maitland",75695,"New South Wales"
2022,"Maitland",93614,"New South Wales"
2016,"Maitland",79063,"New South Wales"
2023,"Maitland",95957,"New South Wales"
2018,"Maitland",83260,"New South Wales"
2013,"Maitland",73870,"New South Wales"
2015,"Maitland",77374,"New South Wales"
2021,"Maitland",90612,"New South Wales"
2020,"Maitland",87920,"New South Wales"
2019,"Maitland",85313,"New South Wales"
2023,"Mandurah",99272,"Western Australia"
2018,"Mandurah",86708,"Western Australia"
2020,"Mandurah",91112,"Western Australia"
2021,"Mandurah",93412,"Western Australia"
2022,"Mandurah",95622,"Western Australia"
2019,"Mandurah",88698,"Western Australia"
2015,"Mandurah",82202,"Western Australia"
2016,"Mandurah",83322,"Western Australia"
2013,"Mandurah",79292,"Western Australia"
2014,"Mandurah",80927,"Western Australia"
2017,"Mandurah",84912,"Western Australia"
2015,"Manjimup",9402,"Western Australia"
2014,"Manjimup",9448,"Western Australia"
2016,"Manjimup",9341,"Western Australia"
2017,"Manjimup",9302,"Western Australia"
2020,"Manjimup",9317,"Western Australia"
2013,"Manjimup",9482,"Western Australia"
2018,"Manjimup",9253,"Western Australia"
2019,"Manjimup",9258,"Western Australia"
2023,"Manjimup",9438,"Western Australia"
2021,"Manjimup",9351,"Western Australia"
2022,"Manjimup",9412,"Western Australia"
2016,"Manningham",122570,"Victoria"
2015,"Manningham",120785,"Victoria"
2023,"Manningham",129514,"Victoria"
2020,"Manningham",127987,"Victoria"
2017,"Manningham",124126,"Victoria"
2018,"Manningham",125091,"Victoria"
2019,"Manningham",126873,"Victoria"
2014,"Manningham",119437,"Victoria"
2021,"Manningham",125821,"Victoria"
2022,"Manningham",126570,"Victoria"
2013,"Manningham",118357,"Victoria"
2022,"Mansfield",10338,"Victoria"
2018,"Mansfield",9153,"Victoria"
2020,"Mansfield",9792,"Victoria"
2013,"Mansfield",8276,"Victoria"
2014,"Mansfield",8395,"Victoria"
2023,"Mansfield",10546,"Victoria"
2019,"Mansfield",9417,"Victoria"
2016,"Mansfield",8674,"Victoria"
2017,"Mansfield",8897,"Victoria"
2015,"Mansfield",8530,"Victoria"
2021,"Mansfield",10121,"Victoria"
2013,"Mapoon",293,"Queensland"
2021,"Mapoon",442,"Queensland"
2023,"Mapoon",465,"Queensland"
2017,"Mapoon",344,"Queensland"
2022,"Mapoon",454,"Queensland"
2019,"Mapoon",393,"Queensland"
2016,"Mapoon",318,"Queensland"
2014,"Mapoon",302,"Queensland"
2018,"Mapoon",369,"Queensland"
2020,"Mapoon",418,"Queensland"
2015,"Mapoon",304,"Queensland"
2015,"Maralinga Tjarutja",66,"South Australia"
2014,"Maralinga Tjarutja",70,"South Australia"
2016,"Maralinga Tjarutja",62,"South Australia"
2019,"Maralinga Tjarutja",85,"South Australia"
2022,"Maralinga Tjarutja",102,"South Australia"
2021,"Maralinga Tjarutja",102,"South Australia"
2013,"Maralinga Tjarutja",74,"South Australia"
2020,"Maralinga Tjarutja",93,"South Australia"
2017,"Maralinga Tjarutja",68,"South Australia"
2023,"Maralinga Tjarutja",102,"South Australia"
2018,"Maralinga Tjarutja",76,"South Australia"
2015,"Maranoa",13292,"Queensland"
2013,"Maranoa",13515,"Queensland"
2016,"Maranoa",12926,"Queensland"
2019,"Maranoa",12835,"Queensland"
2018,"Maranoa",12914,"Queensland"
2014,"Maranoa",13434,"Queensland"
2023,"Maranoa",13255,"Queensland"
2017,"Maranoa",12927,"Queensland"
2022,"Maranoa",13099,"Queensland"
2020,"Maranoa",12891,"Queensland"
2021,"Maranoa",12957,"Queensland"
2013,"Mareeba",21379,"Queensland"
2022,"Mareeba",23367,"Queensland"
2023,"Mareeba",23702,"Queensland"
2020,"Mareeba",23010,"Queensland"
2019,"Mareeba",22681,"Queensland"
2014,"Mareeba",21542,"Queensland"
2018,"Mareeba",22501,"Queensland"
2015,"Mareeba",21812,"Queensland"
2021,"Mareeba",23171,"Queensland"
2017,"Mareeba",22227,"Queensland"
2016,"Mareeba",22038,"Queensland"
2019,"Maribyrnong",89460,"Victoria"
2017,"Maribyrnong",88120,"Victoria"
2018,"Maribyrnong",88871,"Victoria"
2013,"Maribyrnong",79782,"Victoria"
2014,"Maribyrnong",82463,"Victoria"
2015,"Maribyrnong",84783,"Victoria"
2016,"Maribyrnong",86942,"Victoria"
2022,"Maribyrnong",87605,"Victoria"
2023,"Maribyrnong",91762,"Victoria"
2020,"Maribyrnong",89418,"Victoria"
2021,"Maribyrnong",86385,"Victoria"
2021,"Marion",95610,"South Australia"
2022,"Marion",96667,"South Australia"
2016,"Marion",90508,"South Australia"
2023,"Marion",98493,"South Australia"
2017,"Marion",91491,"South Australia"
2019,"Marion",93817,"South Australia"
2015,"Marion",89521,"South Australia"
2013,"Marion",87769,"South Australia"
2020,"Marion",95256,"South Australia"
2018,"Marion",92455,"South Australia"
2014,"Marion",88652,"South Australia"
2013,"Maroondah",109781,"Victoria"
2019,"Maroondah",117965,"Victoria"
2017,"Maroondah",116223,"Victoria"
2016,"Maroondah",114800,"Victoria"
2014,"Maroondah",111421,"Victoria"
2018,"Maroondah",117125,"Victoria"
2023,"Maroondah",117434,"Victoria"
2015,"Maroondah",113023,"Victoria"
2020,"Maroondah",118295,"Victoria"
2021,"Maroondah",116075,"Victoria"
2022,"Maroondah",115759,"Victoria"
2022,"McKinlay",846,"Queensland"
2016,"McKinlay",816,"Queensland"
2017,"McKinlay",811,"Queensland"
2020,"McKinlay",828,"Queensland"
2021,"McKinlay",838,"Queensland"
2018,"McKinlay",817,"Queensland"
2015,"McKinlay",876,"Queensland"
2014,"McKinlay",943,"Queensland"
2019,"McKinlay",822,"Queensland"
2023,"McKinlay",849,"Queensland"
2013,"McKinlay",992,"Queensland"
2023,"Meander Valley",21449,"Tasmania"
2022,"Meander Valley",21354,"Tasmania"
2020,"Meander Valley",20603,"Tasmania"
2021,"Meander Valley",21139,"Tasmania"
2019,"Meander Valley",20286,"Tasmania"
2015,"Meander Valley",19502,"Tasmania"
2018,"Meander Valley",20037,"Tasmania"
2013,"Meander Valley",19540,"Tasmania"
2016,"Meander Valley",19553,"Tasmania"
2017,"Meander Valley",19802,"Tasmania"
2014,"Meander Valley",19519,"Tasmania"
2013,"Meekatharra",1426,"Western Australia"
2023,"Meekatharra",1294,"Western Australia"
2022,"Meekatharra",1295,"Western Australia"
2017,"Meekatharra",1118,"Western Australia"
2014,"Meekatharra",1335,"Western Australia"
2021,"Meekatharra",1287,"Western Australia"
2016,"Meekatharra",1110,"Western Australia"
2018,"Meekatharra",1128,"Western Australia"
2015,"Meekatharra",1224,"Western Australia"
2020,"Meekatharra",1213,"Western Australia"
2019,"Meekatharra",1167,"Western Australia"
2019,"Melbourne",168952,"Victoria"
2023,"Melbourne",177396,"Victoria"
2018,"Melbourne",163363,"Victoria"
2014,"Melbourne",127975,"Victoria"
2015,"Melbourne",136872,"Victoria"
2022,"Melbourne",160328,"Victoria"
2017,"Melbourne",155956,"Victoria"
2013,"Melbourne",118711,"Victoria"
2020,"Melbourne",170589,"Victoria"
2021,"Melbourne",153110,"Victoria"
2016,"Melbourne",146096,"Victoria"
2020,"Melton",173566,"Victoria"
2017,"Melton",148711,"Victoria"
2014,"Melton",129309,"Victoria"
2013,"Melton",123936,"Victoria"
2019,"Melton",165535,"Victoria"
2016,"Melton",141420,"Victoria"
2023,"Melton",206070,"Victoria"
2015,"Melton",134915,"Victoria"
2022,"Melton",193285,"Victoria"
2018,"Melton",157019,"Victoria"
2021,"Melton",181346,"Victoria"
2018,"Melville",103153,"Western Australia"
2017,"Melville",102569,"Western Australia"
2020,"Melville",106124,"Western Australia"
2019,"Melville",104340,"Western Australia"
2021,"Melville",106823,"Western Australia"
2023,"Melville",110426,"Western Australia"
2015,"Melville",103522,"Western Australia"
2014,"Melville",104073,"Western Australia"
2022,"Melville",107433,"Western Australia"
2016,"Melville",102342,"Western Australia"
2013,"Melville",104319,"Western Australia"
2020,"Menzies",553,"Western Australia"
2015,"Menzies",510,"Western Australia"
2019,"Menzies",541,"Western Australia"
2023,"Menzies",575,"Western Australia"
2018,"Menzies",534,"Western Australia"
2021,"Menzies",569,"Western Australia"
2016,"Menzies",518,"Western Australia"
2014,"Menzies",499,"Western Australia"
2017,"Menzies",523,"Western Australia"
2022,"Menzies",571,"Western Australia"
2013,"Menzies",486,"Western Australia"
2018,"Merredin",3349,"Western Australia"
2021,"Merredin",3221,"Western Australia"
2020,"Merredin",3254,"Western Australia"
2023,"Merredin",3268,"Western Australia"
2022,"Merredin",3235,"Western Australia"
2017,"Merredin",3385,"Western Australia"
2016,"Merredin",3395,"Western Australia"
2015,"Merredin",3385,"Western Australia"
2019,"Merredin",3286,"Western Australia"
2014,"Merredin",3380,"Western Australia"
2013,"Merredin",3379,"Western Australia"
2020,"Merri-bek",180030,NA
2021,"Merri-bek",173500,NA
2022,"Merri-bek",174886,NA
2023,"Merri-bek",181223,NA
2018,"Merri-bek",177679,NA
2019,"Merri-bek",179327,NA
2015,"Merri-bek",167870,NA
2016,"Merri-bek",172294,NA
2017,"Merri-bek",175110,NA
2013,"Merri-bek",160282,NA
2014,"Merri-bek",164099,NA
2013,"Mid-Coast",89940,NA
2014,"Mid-Coast",90468,NA
2015,"Mid-Coast",91038,NA
2016,"Mid-Coast",91801,NA
2017,"Mid-Coast",92901,NA
2018,"Mid-Coast",93900,NA
2019,"Mid-Coast",94826,NA
2020,"Mid-Coast",95731,NA
2021,"Mid-Coast",96475,NA
2022,"Mid-Coast",97227,NA
2023,"Mid-Coast",97909,NA
2013,"Mid-Western Regional",23742,NA
2014,"Mid-Western Regional",24059,NA
2016,"Mid-Western Regional",24546,NA
2018,"Mid-Western Regional",25181,NA
2015,"Mid-Western Regional",24374,NA
2022,"Mid-Western Regional",25795,NA
2021,"Mid-Western Regional",25714,NA
2017,"Mid-Western Regional",24889,NA
2023,"Mid-Western Regional",25921,NA
2020,"Mid-Western Regional",25589,NA
2019,"Mid-Western Regional",25416,NA
2021,"Mid Murray",9355,"South Australia"
2016,"Mid Murray",8845,"South Australia"
2017,"Mid Murray",8987,"South Australia"
2013,"Mid Murray",8448,"South Australia"
2019,"Mid Murray",9182,"South Australia"
2015,"Mid Murray",8718,"South Australia"
2018,"Mid Murray",9090,"South Australia"
2020,"Mid Murray",9268,"South Australia"
2022,"Mid Murray",9415,"South Australia"
2023,"Mid Murray",9496,"South Australia"
2014,"Mid Murray",8599,"South Australia"
2015,"Mildura",54156,"Victoria"
2016,"Mildura",54658,"Victoria"
2014,"Mildura",53737,"Victoria"
2020,"Mildura",57335,"Victoria"
2018,"Mildura",56154,"Victoria"
2013,"Mildura",53156,"Victoria"
2019,"Mildura",56764,"Victoria"
2023,"Mildura",57554,"Victoria"
2017,"Mildura",55433,"Victoria"
2022,"Mildura",57250,"Victoria"
2021,"Mildura",56966,"Victoria"
2017,"Mingenew",450,"Western Australia"
2018,"Mingenew",434,"Western Australia"
2014,"Mingenew",482,"Western Australia"
2020,"Mingenew",421,"Western Australia"
2015,"Mingenew",474,"Western Australia"
2019,"Mingenew",430,"Western Australia"
2013,"Mingenew",487,"Western Australia"
2023,"Mingenew",417,"Western Australia"
2016,"Mingenew",465,"Western Australia"
2022,"Mingenew",423,"Western Australia"
2021,"Mingenew",423,"Western Australia"
2015,"Mitcham",66232,"South Australia"
2020,"Mitcham",68175,"South Australia"
2016,"Mitcham",66482,"South Australia"
2013,"Mitcham",65644,"South Australia"
2019,"Mitcham",67690,"South Australia"
2017,"Mitcham",66855,"South Australia"
2014,"Mitcham",65986,"South Australia"
2018,"Mitcham",67366,"South Australia"
2022,"Mitcham",68370,"South Australia"
2023,"Mitcham",69542,"South Australia"
2021,"Mitcham",68162,"South Australia"
2019,"Mitchell",46373,"Victoria"
2020,"Mitchell",48073,"Victoria"
2021,"Mitchell",49712,"Victoria"
2018,"Mitchell",44556,"Victoria"
2022,"Mitchell",51682,"Victoria"
2014,"Mitchell",39084,"Victoria"
2015,"Mitchell",40264,"Victoria"
2017,"Mitchell",43045,"Victoria"
2016,"Mitchell",41795,"Victoria"
2023,"Mitchell",53723,"Victoria"
2013,"Mitchell",37788,"Victoria"
2021,"Moira",30367,"Victoria"
2020,"Moira",30298,"Victoria"
2015,"Moira",29288,"Victoria"
2022,"Moira",30584,"Victoria"
2013,"Moira",28905,"Victoria"
2023,"Moira",30775,"Victoria"
2018,"Moira",29910,"Victoria"
2019,"Moira",30099,"Victoria"
2016,"Moira",29486,"Victoria"
2014,"Moira",29100,"Victoria"
2017,"Moira",29717,"Victoria"
2017,"Monash",195666,"Victoria"
2020,"Monash",200791,"Victoria"
2021,"Monash",192893,"Victoria"
2015,"Monash",189174,"Victoria"
2016,"Monash",192625,"Victoria"
2022,"Monash",195081,"Victoria"
2023,"Monash",203560,"Victoria"
2013,"Monash",183255,"Victoria"
2018,"Monash",198010,"Victoria"
2014,"Monash",186150,"Victoria"
2019,"Monash",199762,"Victoria"
2014,"Moonee Valley",117763,"Victoria"
2022,"Moonee Valley",123119,"Victoria"
2020,"Moonee Valley",126786,"Victoria"
2021,"Moonee Valley",122950,"Victoria"
2016,"Moonee Valley",122871,"Victoria"
2018,"Moonee Valley",125487,"Victoria"
2013,"Moonee Valley",115464,"Victoria"
2023,"Moonee Valley",126486,"Victoria"
2015,"Moonee Valley",120231,"Victoria"
2019,"Moonee Valley",126406,"Victoria"
2017,"Moonee Valley",124321,"Victoria"
2017,"Moora",2447,"Western Australia"
2019,"Moora",2374,"Western Australia"
2020,"Moora",2380,"Western Australia"
2016,"Moora",2477,"Western Australia"
2018,"Moora",2409,"Western Australia"
2023,"Moora",2392,"Western Australia"
2013,"Moora",2527,"Western Australia"
2022,"Moora",2378,"Western Australia"
2015,"Moora",2505,"Western Australia"
2021,"Moora",2382,"Western Australia"
2014,"Moora",2504,"Western Australia"
2013,"Moorabool",30410,"Victoria"
2016,"Moorabool",32672,"Victoria"
2020,"Moorabool",36944,"Victoria"
2014,"Moorabool",31066,"Victoria"
2018,"Moorabool",34662,"Victoria"
2017,"Moorabool",33689,"Victoria"
2019,"Moorabool",35793,"Victoria"
2022,"Moorabool",38526,"Victoria"
2015,"Moorabool",31748,"Victoria"
2021,"Moorabool",37910,"Victoria"
2023,"Moorabool",39092,"Victoria"
2015,"Morawa",800,"Western Australia"
2018,"Morawa",701,"Western Australia"
2014,"Morawa",835,"Western Australia"
2016,"Morawa",765,"Western Australia"
2017,"Morawa",733,"Western Australia"
2019,"Morawa",680,"Western Australia"
2023,"Morawa",679,"Western Australia"
2022,"Morawa",669,"Western Australia"
2013,"Morawa",872,"Western Australia"
2021,"Morawa",669,"Western Australia"
2020,"Morawa",668,"Western Australia"
2015,"Moree Plains",13735,"New South Wales"
2016,"Moree Plains",13627,"New South Wales"
2018,"Moree Plains",13355,"New South Wales"
2013,"Moree Plains",13925,"New South Wales"
2021,"Moree Plains",12964,"New South Wales"
2017,"Moree Plains",13497,"New South Wales"
2014,"Moree Plains",13853,"New South Wales"
2020,"Moree Plains",13047,"New South Wales"
2022,"Moree Plains",12868,"New South Wales"
2019,"Moree Plains",13215,"New South Wales"
2023,"Moree Plains",12873,"New South Wales"
2014,"Moreton Bay",419764,"Queensland"
2020,"Moreton Bay",476622,"Queensland"
2021,"Moreton Bay",484353,"Queensland"
2017,"Moreton Bay",448559,"Queensland"
2019,"Moreton Bay",467314,"Queensland"
2015,"Moreton Bay",428994,"Queensland"
2016,"Moreton Bay",439292,"Queensland"
2022,"Moreton Bay",496772,"Queensland"
2023,"Moreton Bay",510104,"Queensland"
2018,"Moreton Bay",458013,"Queensland"
2013,"Moreton Bay",410687,"Queensland"
2016,"Mornington",1197,"Queensland"
2018,"Mornington",1151,"Queensland"
2020,"Mornington",1093,"Queensland"
2023,"Mornington",1079,"Queensland"
2019,"Mornington",1127,"Queensland"
2014,"Mornington",1202,"Queensland"
2015,"Mornington",1202,"Queensland"
2021,"Mornington",1060,"Queensland"
2022,"Mornington",1065,"Queensland"
2017,"Mornington",1171,"Queensland"
2013,"Mornington",1206,"Queensland"
2014,"Mornington Peninsula",156500,"Victoria"
2018,"Mornington Peninsula",166564,"Victoria"
2017,"Mornington Peninsula",164188,"Victoria"
2015,"Mornington Peninsula",158831,"Victoria"
2013,"Mornington Peninsula",154001,"Victoria"
2020,"Mornington Peninsula",170186,"Victoria"
2019,"Mornington Peninsula",168594,"Victoria"
2022,"Mornington Peninsula",169733,"Victoria"
2021,"Mornington Peninsula",170440,"Victoria"
2016,"Mornington Peninsula",161528,"Victoria"
2023,"Mornington Peninsula",170243,"Victoria"
2016,"Mosman",30260,"New South Wales"
2022,"Mosman",28132,"New South Wales"
2023,"Mosman",29071,"New South Wales"
2015,"Mosman",30045,"New South Wales"
2020,"Mosman",29543,"New South Wales"
2018,"Mosman",30269,"New South Wales"
2021,"Mosman",28466,"New South Wales"
2019,"Mosman",30020,"New South Wales"
2014,"Mosman",29846,"New South Wales"
2017,"Mosman",30299,"New South Wales"
2013,"Mosman",29641,"New South Wales"
2019,"Mosman Park",9332,"Western Australia"
2018,"Mosman Park",9224,"Western Australia"
2014,"Mosman Park",9202,"Western Australia"
2016,"Mosman Park",9167,"Western Australia"
2015,"Mosman Park",9188,"Western Australia"
2021,"Mosman Park",9478,"Western Australia"
2020,"Mosman Park",9394,"Western Australia"
2017,"Mosman Park",9199,"Western Australia"
2023,"Mosman Park",10032,"Western Australia"
2013,"Mosman Park",9217,"Western Australia"
2022,"Mosman Park",9621,"Western Australia"
2022,"Mount Alexander",20324,"Victoria"
2023,"Mount Alexander",20576,"Victoria"
2015,"Mount Alexander",18794,"Victoria"
2016,"Mount Alexander",19097,"Victoria"
2013,"Mount Alexander",18247,"Victoria"
2014,"Mount Alexander",18501,"Victoria"
2019,"Mount Alexander",19696,"Victoria"
2020,"Mount Alexander",19939,"Victoria"
2017,"Mount Alexander",19297,"Victoria"
2018,"Mount Alexander",19500,"Victoria"
2021,"Mount Alexander",20114,"Victoria"
2021,"Mount Barker",39632,"South Australia"
2022,"Mount Barker",41083,"South Australia"
2017,"Mount Barker",34735,"South Australia"
2023,"Mount Barker",42297,"South Australia"
2016,"Mount Barker",33897,"South Australia"
2015,"Mount Barker",33187,"South Australia"
2013,"Mount Barker",31580,"South Australia"
2020,"Mount Barker",38206,"South Australia"
2018,"Mount Barker",35637,"South Australia"
2014,"Mount Barker",32386,"South Australia"
2019,"Mount Barker",36842,"South Australia"
2017,"Mount Gambier",27114,"South Australia"
2015,"Mount Gambier",26931,"South Australia"
2013,"Mount Gambier",26425,"South Australia"
2016,"Mount Gambier",27061,"South Australia"
2023,"Mount Gambier",27846,"South Australia"
2021,"Mount Gambier",27637,"South Australia"
2014,"Mount Gambier",26710,"South Australia"
2019,"Mount Gambier",27379,"South Australia"
2020,"Mount Gambier",27565,"South Australia"
2022,"Mount Gambier",27744,"South Australia"
2018,"Mount Gambier",27242,"South Australia"
2016,"Mount Isa",19606,"Queensland"
2015,"Mount Isa",20586,"Queensland"
2020,"Mount Isa",19315,"Queensland"
2017,"Mount Isa",19363,"Queensland"
2023,"Mount Isa",18945,"Queensland"
2018,"Mount Isa",19241,"Queensland"
2014,"Mount Isa",21261,"Queensland"
2022,"Mount Isa",19046,"Queensland"
2019,"Mount Isa",19159,"Queensland"
2021,"Mount Isa",19217,"Queensland"
2013,"Mount Isa",21822,"Queensland"
2019,"Mount Magnet",599,"Western Australia"
2017,"Mount Magnet",542,"Western Australia"
2016,"Mount Magnet",507,"Western Australia"
2015,"Mount Magnet",563,"Western Australia"
2018,"Mount Magnet",560,"Western Australia"
2013,"Mount Magnet",661,"Western Australia"
2022,"Mount Magnet",701,"Western Australia"
2020,"Mount Magnet",643,"Western Australia"
2014,"Mount Magnet",615,"Western Australia"
2023,"Mount Magnet",701,"Western Australia"
2021,"Mount Magnet",699,"Western Australia"
2022,"Mount Marshall",463,"Western Australia"
2019,"Mount Marshall",494,"Western Australia"
2017,"Mount Marshall",520,"Western Australia"
2018,"Mount Marshall",504,"Western Australia"
2013,"Mount Marshall",523,"Western Australia"
2023,"Mount Marshall",461,"Western Australia"
2016,"Mount Marshall",533,"Western Australia"
2021,"Mount Marshall",467,"Western Australia"
2020,"Mount Marshall",479,"Western Australia"
2015,"Mount Marshall",531,"Western Australia"
2014,"Mount Marshall",528,"Western Australia"
2019,"Mount Remarkable",2898,"South Australia"
2016,"Mount Remarkable",2920,"South Australia"
2020,"Mount Remarkable",2910,"South Australia"
2023,"Mount Remarkable",2897,"South Australia"
2021,"Mount Remarkable",2920,"South Australia"
2015,"Mount Remarkable",2927,"South Australia"
2014,"Mount Remarkable",2918,"South Australia"
2017,"Mount Remarkable",2908,"South Australia"
2022,"Mount Remarkable",2911,"South Australia"
2013,"Mount Remarkable",2913,"South Australia"
2018,"Mount Remarkable",2897,"South Australia"
2022,"Moyne",17478,"Victoria"
2023,"Moyne",17610,"Victoria"
2017,"Moyne",16779,"Victoria"
2019,"Moyne",16997,"Victoria"
2014,"Moyne",16512,"Victoria"
2020,"Moyne",17091,"Victoria"
2018,"Moyne",16897,"Victoria"
2015,"Moyne",16591,"Victoria"
2016,"Moyne",16737,"Victoria"
2021,"Moyne",17296,"Victoria"
2013,"Moyne",16431,"Victoria"
2018,"Mukinbudin",563,"Western Australia"
2014,"Mukinbudin",549,"Western Australia"
2013,"Mukinbudin",545,"Western Australia"
2015,"Mukinbudin",551,"Western Australia"
2022,"Mukinbudin",587,"Western Australia"
2019,"Mukinbudin",575,"Western Australia"
2016,"Mukinbudin",553,"Western Australia"
2017,"Mukinbudin",558,"Western Australia"
2023,"Mukinbudin",600,"Western Australia"
2021,"Mukinbudin",593,"Western Australia"
2020,"Mukinbudin",580,"Western Australia"
2021,"Mundaring",40539,"Western Australia"
2018,"Mundaring",39494,"Western Australia"
2015,"Mundaring",39563,"Western Australia"
2016,"Mundaring",39217,"Western Australia"
2017,"Mundaring",39161,"Western Australia"
2014,"Mundaring",39651,"Western Australia"
2013,"Mundaring",39644,"Western Australia"
2019,"Mundaring",39877,"Western Australia"
2022,"Mundaring",40517,"Western Australia"
2023,"Mundaring",41421,"Western Australia"
2020,"Mundaring",40360,"Western Australia"
2013,"Murchison",146,"Western Australia"
2014,"Murchison",150,"Western Australia"
2015,"Murchison",155,"Western Australia"
2016,"Murchison",158,"Western Australia"
2017,"Murchison",152,"Western Australia"
2018,"Murchison",140,"Western Australia"
2019,"Murchison",129,"Western Australia"
2020,"Murchison",117,"Western Australia"
2021,"Murchison",108,"Western Australia"
2022,"Murchison",108,"Western Australia"
2023,"Murchison",106,"Western Australia"
2020,"Murray",18274,"Western Australia"
2021,"Murray",18639,"Western Australia"
2013,"Murray",16087,"Western Australia"
2014,"Murray",16542,"Western Australia"
2015,"Murray",16909,"Western Australia"
2016,"Murray",17126,"Western Australia"
2017,"Murray",17371,"Western Australia"
2018,"Murray",17648,"Western Australia"
2019,"Murray",17950,"Western Australia"
2022,"Murray",19116,"Western Australia"
2023,"Murray",19823,"Western Australia"
2019,"Murray Bridge",22089,"South Australia"
2021,"Murray Bridge",22339,"South Australia"
2013,"Murray Bridge",20726,"South Australia"
2015,"Murray Bridge",21274,"South Australia"
2022,"Murray Bridge",22538,"South Australia"
2018,"Murray Bridge",21893,"South Australia"
2023,"Murray Bridge",22901,"South Australia"
2016,"Murray Bridge",21562,"South Australia"
2020,"Murray Bridge",22268,"South Australia"
2014,"Murray Bridge",21004,"South Australia"
2017,"Murray Bridge",21719,"South Australia"
