DATAFLOW,MEASURE: Measure,REGION_TYPE: Region Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment,REPYEAREND: Reporting Year End Day
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),33610: Goondiwindi,A: Annual,2017,10747,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),33610: Goondiwindi,A: Annual,2018,10648,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),33610: Goondiwindi,A: Annual,2019,10603,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),33610: Goondiwindi,A: Annual,2020,10516,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),33610: Goondiwindi,A: Annual,2021,10400,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),33610: Goondiwindi,A: Annual,2022,10408,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),33610: Goondiwindi,A: Annual,2023,10452,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),24850: Mitchell,A: Annual,2013,37788,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),24850: Mitchell,A: Annual,2014,39084,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),24850: Mitchell,A: Annual,2015,40264,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),24850: Mitchell,A: Annual,2016,41795,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),24850: Mitchell,A: Annual,2017,43045,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),24850: Mitchell,A: Annual,2018,44556,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),24850: Mitchell,A: Annual,2019,46373,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),24850: Mitchell,A: Annual,2020,48073,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),24850: Mitchell,A: Annual,2021,49712,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),24850: Mitchell,A: Annual,2022,51682,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),24850: Mitchell,A: Annual,2023,53723,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55110: Mandurah,A: Annual,2013,79292,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55110: Mandurah,A: Annual,2014,80927,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55110: Mandurah,A: Annual,2015,82202,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55110: Mandurah,A: Annual,2016,83322,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55110: Mandurah,A: Annual,2017,84912,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55110: Mandurah,A: Annual,2018,86708,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55110: Mandurah,A: Annual,2019,88698,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55110: Mandurah,A: Annual,2020,91112,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55110: Mandurah,A: Annual,2021,93412,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55110: Mandurah,A: Annual,2022,95622,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55110: Mandurah,A: Annual,2023,99272,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),34570: Lockhart River,A: Annual,2013,626,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),34570: Lockhart River,A: Annual,2014,671,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),34570: Lockhart River,A: Annual,2015,697,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),34570: Lockhart River,A: Annual,2016,746,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),34570: Lockhart River,A: Annual,2017,727,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),34570: Lockhart River,A: Annual,2018,708,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),34570: Lockhart River,A: Annual,2019,693,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),34570: Lockhart River,A: Annual,2020,673,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),34570: Lockhart River,A: Annual,2021,653,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),34570: Lockhart River,A: Annual,2022,656,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),34570: Lockhart River,A: Annual,2023,673,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),52870: Donnybrook-Balingup,A: Annual,2013,5803,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),52870: Donnybrook-Balingup,A: Annual,2014,5903,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),52870: Donnybrook-Balingup,A: Annual,2015,5949,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),52870: Donnybrook-Balingup,A: Annual,2016,5956,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),52870: Donnybrook-Balingup,A: Annual,2017,6015,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),52870: Donnybrook-Balingup,A: Annual,2018,6072,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),52870: Donnybrook-Balingup,A: Annual,2019,6131,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),52870: Donnybrook-Balingup,A: Annual,2020,6205,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),52870: Donnybrook-Balingup,A: Annual,2021,6312,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),52870: Donnybrook-Balingup,A: Annual,2022,6401,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),52870: Donnybrook-Balingup,A: Annual,2023,6438,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55180: Manjimup,A: Annual,2013,9482,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55180: Manjimup,A: Annual,2014,9448,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55180: Manjimup,A: Annual,2015,9402,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55180: Manjimup,A: Annual,2016,9341,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55180: Manjimup,A: Annual,2017,9302,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55180: Manjimup,A: Annual,2018,9253,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55180: Manjimup,A: Annual,2019,9258,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55180: Manjimup,A: Annual,2020,9317,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55180: Manjimup,A: Annual,2021,9351,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55180: Manjimup,A: Annual,2022,9412,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),55180: Manjimup,A: Annual,2023,9438,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),20110: Alpine,A: Annual,2013,12283,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),20110: Alpine,A: Annual,2014,12355,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),20110: Alpine,A: Annual,2015,12429,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),20110: Alpine,A: Annual,2016,12578,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),20110: Alpine,A: Annual,2017,12687,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),20110: Alpine,A: Annual,2018,12822,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),20110: Alpine,A: Annual,2019,12904,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),20110: Alpine,A: Annual,2020,13054,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),20110: Alpine,A: Annual,2021,13166,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),20110: Alpine,A: Annual,2022,13191,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),20110: Alpine,A: Annual,2023,13182,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40250: Anangu Pitjantjatjara Yankunytjatjara,A: Annual,2013,2622,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40250: Anangu Pitjantjatjara Yankunytjatjara,A: Annual,2014,2605,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40250: Anangu Pitjantjatjara Yankunytjatjara,A: Annual,2015,2568,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40250: Anangu Pitjantjatjara Yankunytjatjara,A: Annual,2016,2498,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40250: Anangu Pitjantjatjara Yankunytjatjara,A: Annual,2017,2476,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40250: Anangu Pitjantjatjara Yankunytjatjara,A: Annual,2018,2491,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40250: Anangu Pitjantjatjara Yankunytjatjara,A: Annual,2019,2506,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40250: Anangu Pitjantjatjara Yankunytjatjara,A: Annual,2020,2515,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40250: Anangu Pitjantjatjara Yankunytjatjara,A: Annual,2021,2554,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40250: Anangu Pitjantjatjara Yankunytjatjara,A: Annual,2022,2598,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40250: Anangu Pitjantjatjara Yankunytjatjara,A: Annual,2023,2632,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),53360: Exmouth,A: Annual,2013,2655,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),53360: Exmouth,A: Annual,2014,2717,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),53360: Exmouth,A: Annual,2015,2749,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),53360: Exmouth,A: Annual,2016,2788,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),53360: Exmouth,A: Annual,2017,2871,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),53360: Exmouth,A: Annual,2018,2949,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),53360: Exmouth,A: Annual,2019,3036,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),53360: Exmouth,A: Annual,2020,3151,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),53360: Exmouth,A: Annual,2021,3202,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),53360: Exmouth,A: Annual,2022,3315,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),53360: Exmouth,A: Annual,2023,3466,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40220: Alexandrina,A: Annual,2013,25203,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40220: Alexandrina,A: Annual,2014,25705,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40220: Alexandrina,A: Annual,2015,26203,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40220: Alexandrina,A: Annual,2016,26562,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40220: Alexandrina,A: Annual,2017,26919,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40220: Alexandrina,A: Annual,2018,27322,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40220: Alexandrina,A: Annual,2019,27820,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40220: Alexandrina,A: Annual,2020,28400,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40220: Alexandrina,A: Annual,2021,29257,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40220: Alexandrina,A: Annual,2022,29746,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),40220: Alexandrina,A: Annual,2023,30323,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),21110: Boroondara,A: Annual,2013,170485,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),21110: Boroondara,A: Annual,2014,172660,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),21110: Boroondara,A: Annual,2015,174753,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),21110: Boroondara,A: Annual,2016,177276,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),21110: Boroondara,A: Annual,2017,178650,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),21110: Boroondara,A: Annual,2018,179386,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),21110: Boroondara,A: Annual,2019,179663,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),21110: Boroondara,A: Annual,2020,177875,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),21110: Boroondara,A: Annual,2021,169789,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),21110: Boroondara,A: Annual,2022,169632,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),21110: Boroondara,A: Annual,2023,174537,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51680: Chittering,A: Annual,2013,5112,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51680: Chittering,A: Annual,2014,5361,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51680: Chittering,A: Annual,2015,5500,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51680: Chittering,A: Annual,2016,5536,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51680: Chittering,A: Annual,2017,5602,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51680: Chittering,A: Annual,2018,5705,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51680: Chittering,A: Annual,2019,5846,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51680: Chittering,A: Annual,2020,5952,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51680: Chittering,A: Annual,2021,6099,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51680: Chittering,A: Annual,2022,6298,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),51680: Chittering,A: Annual,2023,6516,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),59370: York,A: Annual,2013,3619,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),59370: York,A: Annual,2014,3609,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),59370: York,A: Annual,2015,3599,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),59370: York,A: Annual,2016,3605,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),59370: York,A: Annual,2017,3591,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),59370: York,A: Annual,2018,3573,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),59370: York,A: Annual,2019,3551,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),59370: York,A: Annual,2020,3567,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),59370: York,A: Annual,2021,3553,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),59370: York,A: Annual,2022,3567,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),59370: York,A: Annual,2023,3602,PSNS: Persons,,,30-6: Year Ending 30 June
ABS:ERP_LGA2023(1.0.0),ERP: Estimated Resident Population,LGA2023: Local Government Areas (2023),15240: Mid-Coast,A: Annual,2013,89940,PSNS: Persons,,,30-6: Year Ending 30 June
